card_ids,cards,runs_with_package,pct_runs_with_package,avg_damage,damage_vs_all_wins,avg_final_hp_fraction,avg_turns
BLOODLETTING;BLOOD_WALL;TAUNT,Bloodletting + Blood Wall + Taunt,20,12.4,366.4,-14.8,0.478,115.2
BURNING_PACT;FORGOTTEN_RITUAL;SHRUG_IT_OFF,Burning Pact + Forgotten Ritual + Shrug It Off,20,12.4,368.1,-13.1,0.565,118.8
COLOSSUS;DOMINATE;SHRUG_IT_OFF,Colossus + Dominate + Shrug It Off,20,12.4,370.9,-10.3,0.569,113.9
BLOOD_WALL;BURNING_PACT;POMMEL_STRIKE,Blood Wall + Burning Pact + Pommel Strike,20,12.4,371.7,-9.5,0.461,116.2
ANGER;SHRUG_IT_OFF;TREMBLE,Anger + Shrug It Off + Tremble,20,12.4,374.6,-6.6,0.593,119.3
ARMAMENTS;SHRUG_IT_OFF;TRUE_GRIT,Armaments + Shrug It Off + True Grit,20,12.4,376.4,-4.8,0.551,129.7
BLOODLETTING;SHRUG_IT_OFF;THUNDERCLAP,Bloodletting + Shrug It Off + Thunderclap,20,12.4,378.1,-3.1,0.538,111.6
ARMAMENTS;BATTLE_TRANCE;BLOODLETTING,Armaments + Battle Trance + Bloodletting,20,12.4,378.1,-3.1,0.467,111.9
BLOOD_WALL;POMMEL_STRIKE;TRUE_GRIT,Blood Wall + Pommel Strike + True Grit,20,12.4,383.1,1.9,0.474,115.3
FORGOTTEN_RITUAL;POMMEL_STRIKE;SHRUG_IT_OFF,Forgotten Ritual + Pommel Strike + Shrug It Off,20,12.4,386.4,5.2,0.571,116.3
BLOODLETTING;EVIL_EYE;SHRUG_IT_OFF,Bloodletting + Evil Eye + Shrug It Off,20,12.4,390.2,9.0,0.575,112.5
BLOODLETTING;TAUNT;UPPERCUT,Bloodletting + Taunt + Uppercut,20,12.4,391.1,10.0,0.477,117.3
BLOODLETTING;TAUNT;VICIOUS,Bloodletting + Taunt + Vicious,20,12.4,391.9,10.8,0.542,117.8
BLOOD_WALL;POMMEL_STRIKE;UPPERCUT,Blood Wall + Pommel Strike + Uppercut,20,12.4,395.8,14.6,0.48,119.5
FLAME_BARRIER;POMMEL_STRIKE;SHRUG_IT_OFF,Flame Barrier + Pommel Strike + Shrug It Off,20,12.4,396.2,15.1,0.506,123.5
BLOODLETTING;PERFECTED_STRIKE;SHRUG_IT_OFF,Bloodletting + Perfected Strike + Shrug It Off,20,12.4,396.6,15.4,0.503,118.5
BLOOD_WALL;POMMEL_STRIKE;VICIOUS,Blood Wall + Pommel Strike + Vicious,20,12.4,399.1,17.9,0.552,116
INFERNO;POMMEL_STRIKE;SHRUG_IT_OFF,Inferno + Pommel Strike + Shrug It Off,20,12.4,401.9,20.8,0.562,111.7
OFFERING;SHRUG_IT_OFF;TREMBLE,Offering + Shrug It Off + Tremble,20,12.4,402.1,21.0,0.51,117.2
BATTLE_TRANCE;TRUE_GRIT;UPPERCUT,Battle Trance + True Grit + Uppercut,20,12.4,408.4,27.3,0.446,121.9
BURNING_PACT;HEADBUTT;SHRUG_IT_OFF,Burning Pact + Headbutt + Shrug It Off,20,12.4,411.6,30.4,0.381,118.3
EXPECT_A_FIGHT;HEADBUTT;SHRUG_IT_OFF,Expect A Fight + Headbutt + Shrug It Off,20,12.4,413.8,32.6,0.509,120.5
BLOODLETTING;POMMEL_STRIKE;STAMPEDE,Bloodletting + Pommel Strike + Stampede,20,12.4,416.2,35.1,0.499,115.7
BLOODLETTING;HEADBUTT;TREMBLE,Bloodletting + Headbutt + Tremble,20,12.4,430.1,49.0,0.488,120.8
COLOSSUS;SHRUG_IT_OFF;TAUNT,Colossus + Shrug It Off + Taunt,19,11.8,346.2,-35.0,0.638,113.5
BURNING_PACT;COLOSSUS;SHRUG_IT_OFF,Burning Pact + Colossus + Shrug It Off,19,11.8,350.7,-30.4,0.611,116.4
BURNING_PACT;DOMINATE;POMMEL_STRIKE,Burning Pact + Dominate + Pommel Strike,19,11.8,360.2,-21.0,0.45,114.3
BLOODLETTING;BURNING_PACT;DOMINATE,Bloodletting + Burning Pact + Dominate,19,11.8,369.9,-11.3,0.477,114.5
ASHEN_STRIKE;BATTLE_TRANCE;POMMEL_STRIKE,Ashen Strike + Battle Trance + Pommel Strike,19,11.8,373.5,-7.7,0.517,111.5
DOMINATE;SHRUG_IT_OFF;VICIOUS,Dominate + Shrug It Off + Vicious,19,11.8,376.6,-4.6,0.573,112
FEEL_NO_PAIN;POMMEL_STRIKE;TRUE_GRIT,Feel No Pain + Pommel Strike + True Grit,19,11.8,377.1,-4.1,0.539,125.4
POMMEL_STRIKE;SHRUG_IT_OFF;THUNDERCLAP,Pommel Strike + Shrug It Off + Thunderclap,19,11.8,377.5,-3.7,0.503,112.7
ANGER;BLOODLETTING;TREMBLE,Anger + Bloodletting + Tremble,19,11.8,378.5,-2.7,0.629,114.5
COLOSSUS;HEADBUTT;SHRUG_IT_OFF,Colossus + Headbutt + Shrug It Off,19,11.8,379.8,-1.3,0.582,111.5
POMMEL_STRIKE;TAUNT;VICIOUS,Pommel Strike + Taunt + Vicious,19,11.8,380.8,-0.4,0.553,120.7
BURNING_PACT;DOMINATE;SHRUG_IT_OFF,Burning Pact + Dominate + Shrug It Off,19,11.8,380.9,-0.3,0.48,115.6
ARMAMENTS;BATTLE_TRANCE;SHRUG_IT_OFF,Armaments + Battle Trance + Shrug It Off,19,11.8,384.1,2.9,0.522,117.7
BLOODLETTING;FLAME_BARRIER;SHRUG_IT_OFF,Bloodletting + Flame Barrier + Shrug It Off,19,11.8,387.1,5.9,0.552,118.2
BURNING_PACT;HEADBUTT;POMMEL_STRIKE,Burning Pact + Headbutt + Pommel Strike,19,11.8,388.6,7.4,0.403,116.6
SHRUG_IT_OFF;UPPERCUT;VICIOUS,Shrug It Off + Uppercut + Vicious,19,11.8,389.1,7.9,0.601,111.7
SHRUG_IT_OFF;TRUE_GRIT;VICIOUS,Shrug It Off + True Grit + Vicious,19,11.8,389.3,8.1,0.538,122.6
BATTLE_TRANCE;SHRUG_IT_OFF;TAUNT,Battle Trance + Shrug It Off + Taunt,19,11.8,389.5,8.3,0.512,112.9
BLOODLETTING;POMMEL_STRIKE;STOKE,Bloodletting + Pommel Strike + Stoke,19,11.8,390.8,9.7,0.506,117.1
BLOODLETTING;BLOOD_WALL;VICIOUS,Bloodletting + Blood Wall + Vicious,19,11.8,391.3,10.1,0.597,114.4
BLOODLETTING;TRUE_GRIT;VICIOUS,Bloodletting + True Grit + Vicious,19,11.8,392.2,11.0,0.591,120.7
BATTLE_TRANCE;POMMEL_STRIKE;PYRE,Battle Trance + Pommel Strike + Pyre,19,11.8,392.6,11.4,0.434,118.2
MOLTEN_FIST;POMMEL_STRIKE;SHRUG_IT_OFF,Molten Fist + Pommel Strike + Shrug It Off,19,11.8,393.1,11.9,0.435,117.8
HEADBUTT;SHRUG_IT_OFF;VICIOUS,Headbutt + Shrug It Off + Vicious,19,11.8,396.3,15.1,0.591,114.2
POMMEL_STRIKE;PYRE;SHRUG_IT_OFF,Pommel Strike + Pyre + Shrug It Off,19,11.8,397.6,16.4,0.493,120.7
BLOODLETTING;BLOOD_WALL;INFERNO,Bloodletting + Blood Wall + Inferno,19,11.8,398,16.8,0.494,115.6
BLOODLETTING;POMMEL_STRIKE;RUPTURE,Bloodletting + Pommel Strike + Rupture,19,11.8,399.3,18.1,0.495,112.3
POMMEL_STRIKE;UPPERCUT;VICIOUS,Pommel Strike + Uppercut + Vicious,19,11.8,399.8,18.7,0.598,116.4
SHRUG_IT_OFF;TREMBLE;VICIOUS,Shrug It Off + Tremble + Vicious,19,11.8,400.9,19.8,0.596,120.2
ARMAMENTS;SHRUG_IT_OFF;TREMBLE,Armaments + Shrug It Off + Tremble,19,11.8,403.3,22.1,0.548,130.7
BLOODLETTING;TREMBLE;VICIOUS,Bloodletting + Tremble + Vicious,19,11.8,404.8,23.6,0.639,118.8
EVIL_EYE;POMMEL_STRIKE;TREMBLE,Evil Eye + Pommel Strike + Tremble,19,11.8,405.6,24.4,0.556,122.4
BLOODLETTING;OFFERING;TRUE_GRIT,Bloodletting + Offering + True Grit,19,11.8,406.6,25.4,0.528,117
ARMAMENTS;HEADBUTT;POMMEL_STRIKE,Armaments + Headbutt + Pommel Strike,19,11.8,423.7,42.5,0.522,117.8
BLOODLETTING;BURNING_PACT;COLOSSUS,Bloodletting + Burning Pact + Colossus,18,11.2,346.4,-34.8,0.577,111.9
BURNING_PACT;FEEL_NO_PAIN;SHRUG_IT_OFF,Burning Pact + Feel No Pain + Shrug It Off,18,11.2,347.9,-33.2,0.564,121
BLOODLETTING;SHRUG_IT_OFF;UNMOVABLE,Bloodletting + Shrug It Off + Unmovable,18,11.2,347.9,-33.3,0.544,116.2
ARMAMENTS;BLOODLETTING;DOMINATE,Armaments + Bloodletting + Dominate,18,11.2,349.4,-31.8,0.549,106.8
POMMEL_STRIKE;SHRUG_IT_OFF;UNMOVABLE,Pommel Strike + Shrug It Off + Unmovable,18,11.2,349.6,-31.6,0.577,113.1
DOMINATE;EVIL_EYE;POMMEL_STRIKE,Dominate + Evil Eye + Pommel Strike,18,11.2,352.3,-28.9,0.522,109.6
BLOOD_WALL;SHRUG_IT_OFF;TAUNT,Blood Wall + Shrug It Off + Taunt,18,11.2,354.3,-26.9,0.491,117.5
SHRUG_IT_OFF;TAUNT;TREMBLE,Shrug It Off + Taunt + Tremble,18,11.2,355.4,-25.7,0.586,119.9
ARMAMENTS;BURNING_PACT;SHRUG_IT_OFF,Armaments + Burning Pact + Shrug It Off,18,11.2,357,-24.2,0.565,127.2
ARMAMENTS;BLOODLETTING;EXPECT_A_FIGHT,Armaments + Bloodletting + Expect A Fight,18,11.2,358.9,-22.2,0.575,116.7
BURNING_PACT;COLOSSUS;POMMEL_STRIKE,Burning Pact + Colossus + Pommel Strike,18,11.2,360.6,-20.6,0.582,117.6
DOMINATE;FEEL_NO_PAIN;TREMBLE,Dominate + Feel No Pain + Tremble,18,11.2,360.8,-20.4,0.585,117
ARMAMENTS;BLOODLETTING;BURNING_PACT,Armaments + Bloodletting + Burning Pact,18,11.2,361.2,-20.0,0.505,112.7
BURNING_PACT;FORGOTTEN_RITUAL;POMMEL_STRIKE,Burning Pact + Forgotten Ritual + Pommel Strike,18,11.2,363.1,-18.1,0.562,113.5
POMMEL_STRIKE;TAUNT;TREMBLE,Pommel Strike + Taunt + Tremble,18,11.2,363.6,-17.6,0.551,120.6
COLOSSUS;EXPECT_A_FIGHT;SHRUG_IT_OFF,Colossus + Expect A Fight + Shrug It Off,18,11.2,365.8,-15.4,0.563,121.9
DOMINATE;OFFERING;POMMEL_STRIKE,Dominate + Offering + Pommel Strike,18,11.2,368.1,-13.1,0.482,117.2
BLOODLETTING;DOMINATE;THUNDERCLAP,Bloodletting + Dominate + Thunderclap,18,11.2,368.7,-12.5,0.579,117.3
CRIMSON_MANTLE;POMMEL_STRIKE;SHRUG_IT_OFF,Crimson Mantle + Pommel Strike + Shrug It Off,18,11.2,372.6,-8.6,0.498,115.7
DOMINATE;POMMEL_STRIKE;TAUNT,Dominate + Pommel Strike + Taunt,18,11.2,372.6,-8.6,0.523,114.2
ANGER;POMMEL_STRIKE;TREMBLE,Anger + Pommel Strike + Tremble,18,11.2,374.4,-6.8,0.563,116.8
SHRUG_IT_OFF;TAUNT;VICIOUS,Shrug It Off + Taunt + Vicious,18,11.2,374.8,-6.4,0.574,119.1
FEEL_NO_PAIN;SHRUG_IT_OFF;TRUE_GRIT,Feel No Pain + Shrug It Off + True Grit,18,11.2,384.8,3.6,0.602,129.9
ARMAMENTS;SHRUG_IT_OFF;UPPERCUT,Armaments + Shrug It Off + Uppercut,18,11.2,387.4,6.2,0.566,133.3
BATTLE_TRANCE;EXPECT_A_FIGHT;SHRUG_IT_OFF,Battle Trance + Expect A Fight + Shrug It Off,18,11.2,387.6,6.4,0.465,117.4
ARMAMENTS;POMMEL_STRIKE;TRUE_GRIT,Armaments + Pommel Strike + True Grit,18,11.2,389.3,8.1,0.549,127.2
OFFERING;POMMEL_STRIKE;TRUE_GRIT,Offering + Pommel Strike + True Grit,18,11.2,391.8,10.6,0.51,121.7
BLOODLETTING;PILLAGE;POMMEL_STRIKE,Bloodletting + Pillage + Pommel Strike,18,11.2,393.4,12.2,0.473,110.3
BATTLE_TRANCE;DOMINATE;TREMBLE,Battle Trance + Dominate + Tremble,18,11.2,394.4,13.3,0.556,120.4
BATTLE_TRANCE;BLOOD_WALL;SHRUG_IT_OFF,Battle Trance + Blood Wall + Shrug It Off,18,11.2,394.6,13.4,0.357,107.5
BATTLE_TRANCE;TAUNT;TRUE_GRIT,Battle Trance + Taunt + True Grit,18,11.2,395.6,14.4,0.505,116.8
ASHEN_STRIKE;BATTLE_TRANCE;BLOODLETTING,Ashen Strike + Battle Trance + Bloodletting,18,11.2,396,14.8,0.492,115
BLOODLETTING;DARK_EMBRACE;POMMEL_STRIKE,Bloodletting + Dark Embrace + Pommel Strike,18,11.2,396.7,15.5,0.548,120
ARMAMENTS;BLOODLETTING;COLOSSUS,Armaments + Bloodletting + Colossus,18,11.2,397.1,15.9,0.48,120.6
EXPECT_A_FIGHT;HEADBUTT;POMMEL_STRIKE,Expect A Fight + Headbutt + Pommel Strike,18,11.2,397.1,15.9,0.5,118.6
BLOODLETTING;BURNING_PACT;HEADBUTT,Bloodletting + Burning Pact + Headbutt,18,11.2,397.4,16.3,0.404,116.9
BLOOD_WALL;INFERNO;POMMEL_STRIKE,Blood Wall + Inferno + Pommel Strike,18,11.2,398,16.8,0.54,114.3
OFFERING;SHRUG_IT_OFF;UPPERCUT,Offering + Shrug It Off + Uppercut,18,11.2,399.9,18.8,0.488,117.6
POMMEL_STRIKE;SHRUG_IT_OFF;STAMPEDE,Pommel Strike + Shrug It Off + Stampede,18,11.2,403.9,22.8,0.501,115.3
OFFERING;SHRUG_IT_OFF;TRUE_GRIT,Offering + Shrug It Off + True Grit,18,11.2,408.4,27.3,0.511,118.3
BLOODLETTING;HEADBUTT;TAUNT,Bloodletting + Headbutt + Taunt,18,11.2,409.2,28.0,0.476,118.4
BATTLE_TRANCE;BLOODLETTING;PYRE,Battle Trance + Bloodletting + Pyre,18,11.2,411.2,30.0,0.391,114.9
BLOODLETTING;OFFERING;TREMBLE,Bloodletting + Offering + Tremble,18,11.2,414.4,33.3,0.542,118.2
BLOODLETTING;FLAME_BARRIER;UPPERCUT,Bloodletting + Flame Barrier + Uppercut,18,11.2,420.3,39.1,0.457,123.6
FLAME_BARRIER;POMMEL_STRIKE;UPPERCUT,Flame Barrier + Pommel Strike + Uppercut,18,11.2,425.8,44.6,0.458,130.9
EXPECT_A_FIGHT;SHRUG_IT_OFF;TRUE_GRIT,Expect A Fight + Shrug It Off + True Grit,17,10.6,349.2,-32.0,0.539,125.1
BLOODLETTING;BURNING_PACT;FORGOTTEN_RITUAL,Bloodletting + Burning Pact + Forgotten Ritual,17,10.6,360.5,-20.7,0.598,115.3
ASHEN_STRIKE;POMMEL_STRIKE;SHRUG_IT_OFF,Ashen Strike + Pommel Strike + Shrug It Off,17,10.6,365.6,-15.5,0.531,107.9
BLOODLETTING;DOMINATE;TAUNT,Bloodletting + Dominate + Taunt,17,10.6,367.8,-13.4,0.572,111.4
BLOOD_WALL;DOMINATE;POMMEL_STRIKE,Blood Wall + Dominate + Pommel Strike,17,10.6,368,-13.2,0.523,110.4
BATTLE_TRANCE;EVIL_EYE;POMMEL_STRIKE,Battle Trance + Evil Eye + Pommel Strike,17,10.6,369.6,-11.5,0.514,117.2
BURNING_PACT;TRUE_GRIT;UPPERCUT,Burning Pact + True Grit + Uppercut,17,10.6,372.2,-9.0,0.503,131.8
ARMAMENTS;BLOODLETTING;FEEL_NO_PAIN,Armaments + Bloodletting + Feel No Pain,17,10.6,373.1,-8.1,0.549,115.6
BLOODLETTING;BLOOD_WALL;DOMINATE,Bloodletting + Blood Wall + Dominate,17,10.6,373.4,-7.8,0.521,112.1
ARMAMENTS;BLOODLETTING;UPPERCUT,Armaments + Bloodletting + Uppercut,17,10.6,379.8,-1.4,0.541,119.3
COLOSSUS;HEADBUTT;UPPERCUT,Colossus + Headbutt + Uppercut,17,10.6,380.2,-1.0,0.61,116.2
BURNING_PACT;POMMEL_STRIKE;SECOND_WIND,Burning Pact + Pommel Strike + Second Wind,17,10.6,381.5,0.3,0.488,117.9
BATTLE_TRANCE;BLOODLETTING;THUNDERCLAP,Battle Trance + Bloodletting + Thunderclap,17,10.6,384.1,2.9,0.468,111.6
ARMAMENTS;BURNING_PACT;POMMEL_STRIKE,Armaments + Burning Pact + Pommel Strike,17,10.6,385.8,4.6,0.5,122.8
BATTLE_TRANCE;HEADBUTT;UPPERCUT,Battle Trance + Headbutt + Uppercut,17,10.6,385.8,4.6,0.457,112.4
COLOSSUS;DOMINATE;TREMBLE,Colossus + Dominate + Tremble,17,10.6,387.5,6.3,0.532,117.8
BLOODLETTING;DOMINATE;OFFERING,Bloodletting + Dominate + Offering,17,10.6,388,6.8,0.515,115.8
ANGER;SHRUG_IT_OFF;TRUE_GRIT,Anger + Shrug It Off + True Grit,17,10.6,388.1,6.9,0.536,120.8
HEADBUTT;TRUE_GRIT;UPPERCUT,Headbutt + True Grit + Uppercut,17,10.6,389.9,8.7,0.577,119.2
OFFERING;POMMEL_STRIKE;UPPERCUT,Offering + Pommel Strike + Uppercut,17,10.6,391,9.8,0.451,116.4
COLOSSUS;SHRUG_IT_OFF;VICIOUS,Colossus + Shrug It Off + Vicious,17,10.6,394.4,13.2,0.627,118.2
ARMAMENTS;BATTLE_TRANCE;POMMEL_STRIKE,Armaments + Battle Trance + Pommel Strike,17,10.6,394.8,13.6,0.473,110.8
DOMINATE;SHRUG_IT_OFF;TRUE_GRIT,Dominate + Shrug It Off + True Grit,17,10.6,396.2,15.0,0.614,118.9
BLOODLETTING;POMMEL_STRIKE;RAGE,Bloodletting + Pommel Strike + Rage,17,10.6,397.5,16.3,0.475,116.8
BATTLE_TRANCE;POMMEL_STRIKE;VICIOUS,Battle Trance + Pommel Strike + Vicious,17,10.6,397.6,16.4,0.426,117.9
FEEL_NO_PAIN;HEADBUTT;POMMEL_STRIKE,Feel No Pain + Headbutt + Pommel Strike,17,10.6,397.9,16.8,0.476,121.4
BATTLE_TRANCE;DOMINATE;HEADBUTT,Battle Trance + Dominate + Headbutt,17,10.6,398.7,17.5,0.475,120.9
ARMAMENTS;HEADBUTT;SHRUG_IT_OFF,Armaments + Headbutt + Shrug It Off,17,10.6,398.9,17.8,0.6,117.5
BLOOD_WALL;SHRUG_IT_OFF;VICIOUS,Blood Wall + Shrug It Off + Vicious,17,10.6,399.1,17.9,0.565,115
BLOODLETTING;FORGOTTEN_RITUAL;TREMBLE,Bloodletting + Forgotten Ritual + Tremble,17,10.6,404.7,23.5,0.61,117.6
PILLAGE;POMMEL_STRIKE;SHRUG_IT_OFF,Pillage + Pommel Strike + Shrug It Off,17,10.6,405.4,24.2,0.453,111.2
ARMAMENTS;BLOODLETTING;TREMBLE,Armaments + Bloodletting + Tremble,17,10.6,409.9,28.7,0.485,118.6
BATTLE_TRANCE;FLAME_BARRIER;POMMEL_STRIKE,Battle Trance + Flame Barrier + Pommel Strike,17,10.6,410,28.8,0.368,116.1
POMMEL_STRIKE;TREMBLE;VICIOUS,Pommel Strike + Tremble + Vicious,17,10.6,414.1,32.9,0.581,123.6
EVIL_EYE;SHRUG_IT_OFF;UPPERCUT,Evil Eye + Shrug It Off + Uppercut,17,10.6,414.2,33.0,0.523,117.5
EVIL_EYE;SHRUG_IT_OFF;TREMBLE,Evil Eye + Shrug It Off + Tremble,17,10.6,415.6,34.5,0.591,123.2
BLOODLETTING;INFERNO;UPPERCUT,Bloodletting + Inferno + Uppercut,17,10.6,419.7,38.5,0.516,117.6
ARMAMENTS;COLOSSUS;POMMEL_STRIKE,Armaments + Colossus + Pommel Strike,17,10.6,421.6,40.5,0.51,119.9
ARMAMENTS;POMMEL_STRIKE;TREMBLE,Armaments + Pommel Strike + Tremble,17,10.6,423.8,42.6,0.503,127.4
FLAME_BARRIER;SHRUG_IT_OFF;UPPERCUT,Flame Barrier + Shrug It Off + Uppercut,17,10.6,425.2,44.0,0.46,131.9
INFERNO;POMMEL_STRIKE;UPPERCUT,Inferno + Pommel Strike + Uppercut,17,10.6,430.6,49.5,0.531,119.8
ANGER;BURNING_PACT;SHRUG_IT_OFF,Anger + Burning Pact + Shrug It Off,16,9.9,354.2,-26.9,0.567,117.4
ANGER;BLOODLETTING;BURNING_PACT,Anger + Bloodletting + Burning Pact,16,9.9,357.8,-23.4,0.644,112.3
BLOODLETTING;COLOSSUS;EXPECT_A_FIGHT,Bloodletting + Colossus + Expect A Fight,16,9.9,359.1,-22.1,0.528,116.6
BLOODLETTING;BLOOD_WALL;EXPECT_A_FIGHT,Bloodletting + Blood Wall + Expect A Fight,16,9.9,365.3,-15.9,0.455,112.8
ARMAMENTS;DOMINATE;SHRUG_IT_OFF,Armaments + Dominate + Shrug It Off,16,9.9,365.6,-15.6,0.581,115.6
DOMINATE;FEEL_NO_PAIN;TRUE_GRIT,Dominate + Feel No Pain + True Grit,16,9.9,365.9,-15.3,0.528,117
BLOODLETTING;FEEL_NO_PAIN;UPPERCUT,Bloodletting + Feel No Pain + Uppercut,16,9.9,366.6,-14.6,0.587,120.1
OFFERING;SHRUG_IT_OFF;TAUNT,Offering + Shrug It Off + Taunt,16,9.9,369.7,-11.5,0.47,116.8
BLOODLETTING;DOMINATE;FORGOTTEN_RITUAL,Bloodletting + Dominate + Forgotten Ritual,16,9.9,370,-11.2,0.647,114.1
BLOOD_WALL;DOMINATE;VICIOUS,Blood Wall + Dominate + Vicious,16,9.9,373,-8.2,0.556,106.4
FIEND_FIRE;HEADBUTT;POMMEL_STRIKE,Fiend Fire + Headbutt + Pommel Strike,16,9.9,373.1,-8.1,0.517,119.8
ARMAMENTS;BLOODLETTING;VICIOUS,Armaments + Bloodletting + Vicious,16,9.9,374.5,-6.7,0.641,113.9
BATTLE_TRANCE;EVIL_EYE;SHRUG_IT_OFF,Battle Trance + Evil Eye + Shrug It Off,16,9.9,375.1,-6.1,0.507,116.9
BURNING_PACT;EXPECT_A_FIGHT;SHRUG_IT_OFF,Burning Pact + Expect A Fight + Shrug It Off,16,9.9,375.7,-5.5,0.506,128.4
COLOSSUS;EXPECT_A_FIGHT;POMMEL_STRIKE,Colossus + Expect A Fight + Pommel Strike,16,9.9,376.1,-5.1,0.532,120.2
SHRUG_IT_OFF;THUNDERCLAP;TREMBLE,Shrug It Off + Thunderclap + Tremble,16,9.9,378.8,-2.4,0.612,118.9
BLOODLETTING;THUNDERCLAP;TREMBLE,Bloodletting + Thunderclap + Tremble,16,9.9,379.6,-1.6,0.562,112.8
OFFERING;POMMEL_STRIKE;TREMBLE,Offering + Pommel Strike + Tremble,16,9.9,383.1,1.9,0.542,114.4
BLOODLETTING;DOMINATE;FLAME_BARRIER,Bloodletting + Dominate + Flame Barrier,16,9.9,383.6,2.4,0.479,122.1
BATTLE_TRANCE;DOMINATE;TRUE_GRIT,Battle Trance + Dominate + True Grit,16,9.9,384.6,3.4,0.55,121.1
FEEL_NO_PAIN;POMMEL_STRIKE;UPPERCUT,Feel No Pain + Pommel Strike + Uppercut,16,9.9,385.2,4.0,0.531,124.2
POMMEL_STRIKE;TRUE_GRIT;VICIOUS,Pommel Strike + True Grit + Vicious,16,9.9,385.8,4.6,0.601,124.8
ARMAMENTS;BLOODLETTING;FLAME_BARRIER,Armaments + Bloodletting + Flame Barrier,16,9.9,386.9,5.7,0.526,118.4
ASHEN_STRIKE;BLOODLETTING;SHRUG_IT_OFF,Ashen Strike + Bloodletting + Shrug It Off,16,9.9,387.6,6.4,0.528,113.8
BATTLE_TRANCE;COLOSSUS;TRUE_GRIT,Battle Trance + Colossus + True Grit,16,9.9,389.3,8.1,0.536,110.9
BLOOD_WALL;DOMINATE;SHRUG_IT_OFF,Blood Wall + Dominate + Shrug It Off,16,9.9,389.9,8.7,0.523,118.8
ARMAMENTS;SHRUG_IT_OFF;VICIOUS,Armaments + Shrug It Off + Vicious,16,9.9,390.1,8.9,0.624,119.2
BATTLE_TRANCE;FORGOTTEN_RITUAL;SHRUG_IT_OFF,Battle Trance + Forgotten Ritual + Shrug It Off,16,9.9,390.6,9.4,0.528,120.7
BLOODLETTING;THUNDERCLAP;VICIOUS,Bloodletting + Thunderclap + Vicious,16,9.9,392.2,11.1,0.617,115.1
BLOODLETTING;DOMINATE;MOLTEN_FIST,Bloodletting + Dominate + Molten Fist,16,9.9,392.9,11.8,0.466,113.4
DOMINATE;TREMBLE;TRUE_GRIT,Dominate + Tremble + True Grit,16,9.9,393.8,12.6,0.552,119.1
ARMAMENTS;BLOODLETTING;TAUNT,Armaments + Bloodletting + Taunt,16,9.9,394.2,13.1,0.546,111.8
HEADBUTT;UPPERCUT;VICIOUS,Headbutt + Uppercut + Vicious,16,9.9,396.2,15.0,0.582,113.6
ARMAMENTS;COLOSSUS;SHRUG_IT_OFF,Armaments + Colossus + Shrug It Off,16,9.9,396.9,15.8,0.566,122.9
BATTLE_TRANCE;DOMINATE;VICIOUS,Battle Trance + Dominate + Vicious,16,9.9,396.9,15.7,0.453,116.8
EVIL_EYE;POMMEL_STRIKE;TRUE_GRIT,Evil Eye + Pommel Strike + True Grit,16,9.9,399.4,18.3,0.569,124.1
BATTLE_TRANCE;BLOODLETTING;SECOND_WIND,Battle Trance + Bloodletting + Second Wind,16,9.9,400.6,19.4,0.545,119.4
BLOODLETTING;EVIL_EYE;UPPERCUT,Bloodletting + Evil Eye + Uppercut,16,9.9,400.9,19.7,0.556,117.5
DOMINATE;HEADBUTT;VICIOUS,Dominate + Headbutt + Vicious,16,9.9,401.1,19.9,0.557,115.6
BATTLE_TRANCE;BLOODLETTING;FORGOTTEN_RITUAL,Battle Trance + Bloodletting + Forgotten Ritual,16,9.9,401.2,20.1,0.532,116.8
BATTLE_TRANCE;BLOODLETTING;FLAME_BARRIER,Battle Trance + Bloodletting + Flame Barrier,16,9.9,401.6,20.4,0.426,116.4
BLOOD_WALL;DOMINATE;TREMBLE,Blood Wall + Dominate + Tremble,16,9.9,401.9,20.8,0.511,118.9
BATTLE_TRANCE;BLOODLETTING;MOLTEN_FIST,Battle Trance + Bloodletting + Molten Fist,16,9.9,402,20.8,0.446,116.5
BATTLE_TRANCE;BLOODLETTING;FIEND_FIRE,Battle Trance + Bloodletting + Fiend Fire,16,9.9,404.4,23.3,0.395,117.9
BLOODLETTING;PYRE;SHRUG_IT_OFF,Bloodletting + Pyre + Shrug It Off,16,9.9,407.7,26.5,0.48,116
BLOODLETTING;OFFERING;UPPERCUT,Bloodletting + Offering + Uppercut,16,9.9,411,29.8,0.488,117.6
BLOOD_WALL;EVIL_EYE;SHRUG_IT_OFF,Blood Wall + Evil Eye + Shrug It Off,16,9.9,411,29.8,0.523,122.3
BATTLE_TRANCE;BLOODLETTING;VICIOUS,Battle Trance + Bloodletting + Vicious,16,9.9,411.2,30.0,0.478,120.2
BLOODLETTING;SHRUG_IT_OFF;STAMPEDE,Bloodletting + Shrug It Off + Stampede,16,9.9,412.6,31.4,0.508,115.1
COLOSSUS;HEADBUTT;VICIOUS,Colossus + Headbutt + Vicious,16,9.9,414.9,33.7,0.59,119.7
CRIMSON_MANTLE;POMMEL_STRIKE;TREMBLE,Crimson Mantle + Pommel Strike + Tremble,16,9.9,424.4,43.2,0.399,122.7
INFERNO;SHRUG_IT_OFF;UPPERCUT,Inferno + Shrug It Off + Uppercut,16,9.9,426.1,44.9,0.547,118.2
